vehicles,Avg_Traffic_Duration,date,events,weather,temperature,hour,,
330,3.645,07-02-2024,None,Sunny,30,16,,
161,4.905,07-02-2024,None,Sunny,25.1,5,,
58,1.04,08-02-2024,None,Rainy,25.9,12,,
245,2.735,08-02-2024,None,Cloudy,29.8,19,,
454,3.705,08-02-2024,None,Cloudy,22.5,3,,
78,2.95,08-02-2024,None,Stormy,18,9,,
389,3.74,08-02-2024,None,Cloudy,23.9,14,,
95,4.155,08-02-2024,None,Sunny,39.1,15,,
339,3.4,08-02-2024,None,Foggy,14.5,22,,
232,0.675,08-02-2024,None,Foggy,16.7,23,,
351,1.605,08-02-2024,None,Foggy,13.2,16,,
438,1.9,08-02-2024,None,Sunny,32.3,10,,
157,1.01,08-02-2024,None,Stormy,16.9,6,,
148,1.21,08-02-2024,None,Cloudy,25.9,5,,
94,3.2,09-02-2024,None,Sunny,38.2,12,,
150,2.07,09-02-2024,None,Stormy,22.4,19,,
429,3.34,09-02-2024,None,Stormy,19.9,10,,
358,4.225,09-02-2024,None,Cloudy,25.4,19,,
242,1.605,09-02-2024,None,Sunny,36.1,20,,
70,4.945,09-02-2024,None,Foggy,10.1,1,,
494,4.77,09-02-2024,None,Sunny,39.5,8,,
470,2.78,09-02-2024,None,Cloudy,27.1,5,,
464,2.07,09-02-2024,None,Rainy,27,12,,
210,1.905,09-02-2024,None,Rainy,18.4,7,,
491,4.965,09-02-2024,None,Foggy,15.4,16,,
339,4.87,09-02-2024,None,Cloudy,24,18,,
146,0.775,09-02-2024,None,Stormy,18.7,1,,
311,4.735,10-02-2024,Weekend,Stormy,17.2,21,,
436,4.83,10-02-2024,Weekend,Cloudy,29.7,14,,
145,4.355,10-02-2024,Weekend,Rainy,21.4,17,,
465,1.68,10-02-2024,Weekend,Rainy,24.9,23,,
337,0.25,10-02-2024,Weekend,Foggy,19,18,,
104,1.185,10-02-2024,Weekend,Sunny,37.1,6,,
440,1.005,10-02-2024,Weekend,Cloudy,27.5,15,,
398,4.165,10-02-2024,Weekend,Rainy,23.9,10,,
197,3.615,10-02-2024,Weekend,Foggy,19.2,20,,
105,3.275,10-02-2024,Weekend,Cloudy,20.2,9,,
453,3.7,10-02-2024,Weekend,Rainy,20.6,7,,
365,0.48,10-02-2024,Weekend,Sunny,28.2,16,,
413,3.42,10-02-2024,Weekend,Stormy,22,5,,
143,3.525,10-02-2024,Weekend,Stormy,20.9,18,,
425,0.97,10-02-2024,Weekend,Stormy,21.2,2,,
367,2.715,10-02-2024,Weekend,Foggy,15.9,20,,
352,4.09,10-02-2024,Weekend,Sunny,33.5,10,,
497,4.735,10-02-2024,Weekend,Rainy,25.8,17,,
188,3.44,11-02-2024,Weekend,Cloudy,27.6,14,,
432,2.88,11-02-2024,Weekend,Foggy,18.1,6,,
308,0.81,11-02-2024,Weekend,Sunny,34.8,19,,
265,1.84,11-02-2024,Weekend,Sunny,25.5,19,,
275,1.345,11-02-2024,Weekend,Sunny,30.6,1,,
256,4.705,11-02-2024,Weekend,Sunny,27.5,0,,
362,3.725,11-02-2024,Weekend,Foggy,13.3,10,,
283,2.73,11-02-2024,Weekend,Foggy,16.3,5,,
490,2.37,11-02-2024,Weekend,Rainy,26.6,12,,
448,3.73,11-02-2024,Weekend,Foggy,12.9,17,,
447,4.075,11-02-2024,Weekend,Stormy,21.4,20,,
322,0.585,11-02-2024,Weekend,Rainy,22.9,21,,
488,2.505,11-02-2024,Weekend,Rainy,19,5,,
364,3.87,12-02-2024,None,Rainy,24.1,20,,
58,0.65,12-02-2024,None,Foggy,18.6,5,,
378,0.065,12-02-2024,None,Rainy,27.8,15,,
86,2.1,12-02-2024,None,Cloudy,23,19,,
155,3.36,12-02-2024,None,Foggy,12.6,19,,
284,4.31,12-02-2024,None,Cloudy,26.5,17,,
108,4.93,12-02-2024,None,Cloudy,21.4,5,,
234,1.55,12-02-2024,None,Stormy,19.4,23,,
176,1.78,12-02-2024,None,Rainy,26.2,19,,
389,3.68,13-02-2024,None,Stormy,22.6,22,,
263,3.49,13-02-2024,None,Rainy,21.9,1,,
243,0.345,13-02-2024,None,Rainy,21.2,17,,
371,2.015,13-02-2024,None,Stormy,22.4,11,,
206,0.8,13-02-2024,None,Sunny,30.4,15,,
348,0.965,13-02-2024,None,Stormy,18.3,8,,
485,3.45,13-02-2024,None,Sunny,36.7,5,,
463,3.475,13-02-2024,None,Sunny,27,1,,
155,0.635,13-02-2024,None,Foggy,10.6,13,,
479,4.985,13-02-2024,None,Rainy,24.9,8,,
343,3.64,13-02-2024,None,Cloudy,28.9,3,,
481,3.055,13-02-2024,None,Cloudy,28.9,10,,
484,4.565,13-02-2024,None,Foggy,17.9,9,,
196,0.635,13-02-2024,None,Stormy,16.7,10,,
324,0.755,13-02-2024,None,Sunny,33.8,21,,
153,4.785,13-02-2024,None,Sunny,33.4,0,,
480,2.235,13-02-2024,None,Foggy,11.6,5,,
412,2.22,14-02-2024,Festival,Stormy,21.2,22,,
150,4.235,14-02-2024,Festival,Cloudy,27.7,13,,
308,1.16,14-02-2024,Festival,Stormy,18.9,22,,
471,0.375,14-02-2024,Festival,Foggy,19.7,19,,
481,4.54,14-02-2024,Festival,Rainy,22.2,3,,
288,1.62,14-02-2024,Festival,Sunny,28.5,19,,
254,0.845,14-02-2024,Festival,Rainy,25.2,8,,
485,1.885,15-02-2024,Public Holiday,Stormy,23.1,1,,
196,4.025,15-02-2024,Public Holiday,Rainy,20.3,13,,
357,2.105,15-02-2024,Public Holiday,Sunny,28,2,,
172,3.97,15-02-2024,Public Holiday,Sunny,30.4,7,,
266,3.955,15-02-2024,Public Holiday,Foggy,16.8,1,,
291,0.39,15-02-2024,Public Holiday,Foggy,18.2,15,,
323,4.86,15-02-2024,Public Holiday,Cloudy,25.6,14,,
490,3.48,15-02-2024,Public Holiday,Sunny,33.7,11,,
380,3.725,15-02-2024,Public Holiday,Cloudy,20.4,22,,
72,1.595,16-02-2024,None,Rainy,25.8,4,,
222,1.75,16-02-2024,None,Sunny,31,23,,
206,2.34,16-02-2024,None,Sunny,36.8,9,,
426,4.365,16-02-2024,None,Rainy,22.9,21,,
477,3.215,16-02-2024,None,Rainy,22.1,13,,
394,3.14,16-02-2024,None,Cloudy,26.2,15,,
474,4.635,16-02-2024,None,Sunny,29.9,19,,
365,3.87,16-02-2024,None,Sunny,28.6,15,,
92,3.49,16-02-2024,None,Sunny,25.5,2,,
273,4.815,16-02-2024,None,Rainy,18.6,4,,
225,4.04,16-02-2024,None,Stormy,19.3,2,,
263,1.16,16-02-2024,None,Stormy,20.4,9,,
206,2.66,16-02-2024,None,Rainy,27.1,6,,
384,0.665,16-02-2024,None,Foggy,13.4,15,,
50,3.365,17-02-2024,Weekend,Cloudy,28.8,23,,
117,2.485,17-02-2024,Weekend,Cloudy,28.2,11,,
314,4.61,17-02-2024,Weekend,Cloudy,25.4,7,,
248,2.855,17-02-2024,Weekend,Stormy,22.8,23,,
481,4.165,17-02-2024,Weekend,Rainy,26,2,,
485,4.135,17-02-2024,Weekend,Stormy,19.4,22,,
226,4.815,17-02-2024,Weekend,Stormy,17.8,17,,
176,1.455,17-02-2024,Weekend,Foggy,14,0,,
149,4.22,17-02-2024,Weekend,Sunny,26.2,3,,
156,3.55,17-02-2024,Weekend,Rainy,27.1,5,,
257,4.67,17-02-2024,Weekend,Stormy,21.7,7,,
328,4.5,17-02-2024,Weekend,Sunny,30.1,13,,
376,2.78,17-02-2024,Weekend,Stormy,20.1,10,,
437,3.245,18-02-2024,Weekend,Cloudy,23.5,13,,
429,2.66,18-02-2024,Weekend,Foggy,17,7,,
179,0.37,18-02-2024,Weekend,Cloudy,27.2,13,,
305,0.04,18-02-2024,Weekend,Cloudy,22.4,5,,
122,2.98,18-02-2024,Weekend,Cloudy,23.6,14,,
188,4.185,18-02-2024,Weekend,Rainy,19.7,16,,
249,1.84,19-02-2024,None,Sunny,25.1,11,,
399,2.98,19-02-2024,None,Stormy,19.1,0,,
377,2.835,19-02-2024,None,Foggy,19.2,1,,
331,2.52,19-02-2024,None,Foggy,17.9,3,,
283,1.285,19-02-2024,None,Stormy,16.8,10,,
107,2.325,19-02-2024,None,Rainy,22.5,1,,
158,1.425,19-02-2024,None,Rainy,19.7,6,,
131,2.68,19-02-2024,None,Cloudy,29.8,2,,
211,2.67,19-02-2024,None,Foggy,11.2,6,,
123,1.325,19-02-2024,None,Stormy,22.8,2,,
230,4.585,19-02-2024,None,Sunny,29.8,18,,
170,0.885,19-02-2024,None,Stormy,21.1,12,,
267,3.885,20-02-2024,None,Cloudy,30,13,,
221,0.785,20-02-2024,None,Foggy,12.4,9,,
334,0.39,20-02-2024,None,Cloudy,21.3,1,,
436,4.68,20-02-2024,None,Rainy,26.6,17,,
395,0.375,20-02-2024,None,Rainy,19.8,1,,
267,4.935,21-02-2024,None,Cloudy,22.9,23,,
133,1.79,21-02-2024,None,Stormy,18.4,11,,
315,4.695,21-02-2024,None,Rainy,18.4,18,,
340,3.46,21-02-2024,None,Cloudy,20.8,21,,
207,2.015,21-02-2024,None,Rainy,18.6,22,,
322,2.035,21-02-2024,None,Stormy,18.6,22,,
373,0.58,21-02-2024,None,Foggy,13,5,,
360,4.97,21-02-2024,None,Stormy,21,12,,
222,4.07,21-02-2024,None,Foggy,19.5,23,,
117,2.06,21-02-2024,None,Sunny,29.7,16,,
383,3.245,21-02-2024,None,Rainy,25.7,11,,
382,3.68,21-02-2024,None,Stormy,17.1,19,,
137,3.825,22-02-2024,None,Stormy,23.3,6,,
232,2.225,22-02-2024,None,Cloudy,28.5,8,,
435,2.38,22-02-2024,None,Rainy,22.4,15,,
494,4.41,22-02-2024,None,Stormy,22.1,17,,
115,4.09,22-02-2024,None,Cloudy,20.4,19,,
384,0.16,22-02-2024,None,Stormy,23,2,,
363,4.89,22-02-2024,None,Stormy,16.2,4,,
371,4.13,22-02-2024,None,Stormy,19.5,9,,
290,3.98,22-02-2024,None,Foggy,16.9,12,,
113,4.405,22-02-2024,None,Cloudy,26.7,10,,
377,4.725,22-02-2024,None,Foggy,11.7,13,,
286,3.32,22-02-2024,None,Stormy,18.5,0,,
344,0,22-02-2024,None,Rainy,24.6,10,,
305,1.225,22-02-2024,None,Stormy,22.3,23,,
231,4.475,22-02-2024,None,Sunny,31.8,14,,
224,1.855,22-02-2024,None,Rainy,24.7,13,,
393,0.385,22-02-2024,None,Cloudy,27.9,6,,
345,4.875,22-02-2024,None,Stormy,21.6,19,,
443,3.16,23-02-2024,None,Stormy,21.5,3,,
349,0.085,23-02-2024,None,Sunny,26.5,3,,
432,3.535,23-02-2024,None,Rainy,22.9,17,,
375,0.285,23-02-2024,None,Cloudy,27.4,0,,
364,3.185,23-02-2024,None,Stormy,20.7,6,,
379,0.44,23-02-2024,None,Foggy,15,3,,
327,4.495,23-02-2024,None,Cloudy,26.1,10,,
348,1.195,23-02-2024,None,Cloudy,21.3,9,,
384,4.93,24-02-2024,Weekend,Rainy,19.9,13,,
82,1.86,24-02-2024,Weekend,Sunny,35.9,13,,
494,2.435,24-02-2024,Weekend,Stormy,19.7,20,,
296,3.265,24-02-2024,Weekend,Sunny,31.2,8,,
122,3.695,24-02-2024,Weekend,Foggy,19.8,11,,
407,0.27,24-02-2024,Weekend,Rainy,21.2,3,,
398,1.42,24-02-2024,Weekend,Sunny,33.2,20,,
184,1.55,24-02-2024,Weekend,Foggy,12.1,2,,
403,2.375,24-02-2024,Weekend,Stormy,20.9,8,,
326,2.955,24-02-2024,Weekend,Foggy,16.1,9,,
322,2.27,24-02-2024,Weekend,Rainy,23.3,22,,
368,2.685,24-02-2024,Weekend,Stormy,18.6,23,,
378,4.55,24-02-2024,Weekend,Rainy,24,18,,
376,2.13,24-02-2024,Weekend,Stormy,21,22,,
236,0.135,24-02-2024,Weekend,Stormy,16,4,,
199,0.12,24-02-2024,Weekend,Cloudy,28.5,0,,
265,4.015,24-02-2024,Weekend,Cloudy,25.5,15,,
274,2.955,25-02-2024,Weekend,Sunny,25.4,14,,
54,1,25-02-2024,Weekend,Stormy,20.7,18,,
374,2.38,25-02-2024,Weekend,Foggy,11.7,14,,
121,4.965,25-02-2024,Weekend,Stormy,16.2,18,,
245,3.04,25-02-2024,Weekend,Cloudy,23.1,10,,
192,4.775,25-02-2024,Weekend,Cloudy,22.8,20,,
189,1.075,25-02-2024,Weekend,Foggy,14.1,0,,
260,1.24,25-02-2024,Weekend,Foggy,12.3,16,,
293,4.995,25-02-2024,Weekend,Stormy,23.2,2,,
212,2.655,25-02-2024,Weekend,Stormy,18.3,4,,
266,0.505,25-02-2024,Weekend,Rainy,21,12,,
241,0.755,25-02-2024,Weekend,Stormy,19.2,10,,
113,2.465,25-02-2024,Weekend,Foggy,16.9,21,,
93,3.3,25-02-2024,Weekend,Sunny,30.2,6,,
126,1.875,25-02-2024,Weekend,Rainy,19.7,14,,
456,1.345,25-02-2024,Weekend,Cloudy,20.1,11,,
225,4.41,25-02-2024,Weekend,Stormy,21.5,13,,
439,3.075,25-02-2024,Weekend,Rainy,21.8,14,,
486,1.875,26-02-2024,Festival,Foggy,13.5,8,,
70,0.62,26-02-2024,Festival,Cloudy,23.4,11,,
337,0.56,26-02-2024,Festival,Stormy,23.9,23,,
61,3.63,26-02-2024,Festival,Stormy,17.1,16,,
448,4.15,26-02-2024,Festival,Foggy,16.9,0,,
176,4.985,26-02-2024,Festival,Foggy,10.2,6,,
334,1.715,26-02-2024,Festival,Stormy,22.6,2,,
224,0.9,26-02-2024,Festival,Rainy,20.3,21,,
330,1.87,26-02-2024,Festival,Cloudy,21.3,17,,
354,3.47,27-02-2024,None,Foggy,17.6,5,,
107,0.985,27-02-2024,None,Stormy,20.2,2,,
399,0.69,27-02-2024,None,Sunny,39.5,4,,
429,3.14,27-02-2024,None,Stormy,18,8,,
151,1.75,27-02-2024,None,Sunny,36.3,16,,
491,3.355,27-02-2024,None,Rainy,21.8,17,,
238,4.84,27-02-2024,None,Cloudy,20.8,9,,
109,2.47,27-02-2024,None,Stormy,22.7,13,,
393,1.75,27-02-2024,None,Rainy,18,6,,
428,2.02,27-02-2024,None,Stormy,16.2,14,,
152,4.895,27-02-2024,None,Cloudy,21.4,1,,
129,4.425,27-02-2024,None,Stormy,19.9,2,,
140,4.675,27-02-2024,None,Sunny,32.3,3,,
184,4.49,27-02-2024,None,Sunny,26.4,9,,
391,3.125,28-02-2024,None,Rainy,25.7,11,,
411,0.465,28-02-2024,None,Sunny,38,15,,
482,1.015,28-02-2024,None,Cloudy,27.1,8,,
174,2.53,28-02-2024,None,Rainy,27.7,17,,
413,2.47,28-02-2024,None,Cloudy,20.7,0,,
69,2.295,28-02-2024,None,Cloudy,27.6,12,,
471,0.385,28-02-2024,None,Sunny,26.6,10,,
279,3.56,28-02-2024,None,Stormy,18.6,4,,
251,4.105,28-02-2024,None,Stormy,22.7,0,,
234,2.115,28-02-2024,None,Stormy,24,21,,
181,3.755,28-02-2024,None,Sunny,25.5,5,,
435,2.98,28-02-2024,None,Rainy,26.1,23,,
383,4.74,28-02-2024,None,Rainy,26.3,2,,
51,2.83,28-02-2024,None,Stormy,22.9,10,,
413,0.59,28-02-2024,None,Cloudy,27.7,15,,
130,0.405,29-02-2024,None,Foggy,17.1,22,,
380,4.79,29-02-2024,None,Rainy,19.7,2,,
84,0.815,29-02-2024,None,Cloudy,24.9,0,,
353,0.02,29-02-2024,None,Cloudy,21.9,6,,
283,3.135,29-02-2024,None,Foggy,11,16,,
108,0.65,29-02-2024,None,Rainy,19.5,17,,
100,1.895,29-02-2024,None,Sunny,33.5,17,,
481,0.415,29-02-2024,None,Rainy,26.5,22,,
99,1.54,29-02-2024,None,Cloudy,25.2,12,,
274,1.545,01-03-2024,Festival,Foggy,16.3,0,,
393,0.93,01-03-2024,Festival,Foggy,11.9,21,,
245,3.02,01-03-2024,Festival,Cloudy,23.3,19,,
493,2.77,01-03-2024,Festival,Sunny,28.5,2,,
273,4.015,01-03-2024,Festival,Foggy,18.5,15,,
337,2.57,01-03-2024,Festival,Rainy,24.7,3,,
382,2.16,01-03-2024,Festival,Rainy,22.2,23,,
487,2.67,01-03-2024,Festival,Sunny,30.9,9,,
423,3.65,01-03-2024,Festival,Cloudy,22.4,12,,
300,4.095,01-03-2024,Festival,Stormy,20,23,,
459,0.995,01-03-2024,Festival,Stormy,17.6,6,,
483,4.005,01-03-2024,Festival,Foggy,19.4,18,,
219,1.485,01-03-2024,Festival,Stormy,22.4,20,,
227,3.34,01-03-2024,Festival,Cloudy,25.4,9,,
162,0.965,01-03-2024,Festival,Stormy,20.6,23,,
67,1.295,02-03-2024,Weekend,Cloudy,22.9,9,,
488,2.765,02-03-2024,Weekend,Foggy,18.8,3,,
201,1.19,02-03-2024,Weekend,Cloudy,27.5,4,,
457,4.86,02-03-2024,Weekend,Foggy,13.8,10,,
182,2.95,02-03-2024,Weekend,Cloudy,29.8,0,,
51,2.125,02-03-2024,Weekend,Rainy,27.6,5,,
259,0.905,02-03-2024,Weekend,Rainy,21.1,22,,
288,3.735,02-03-2024,Weekend,Cloudy,23.3,13,,
233,4.965,02-03-2024,Weekend,Stormy,21.3,4,,
223,2.05,02-03-2024,Weekend,Stormy,17,16,,
460,2.265,02-03-2024,Weekend,Sunny,26.4,19,,
157,1.155,02-03-2024,Weekend,Stormy,18.8,23,,
247,3.075,02-03-2024,Weekend,Stormy,17.5,22,,
327,1.185,02-03-2024,Weekend,Rainy,20.8,15,,
454,4.865,02-03-2024,Weekend,Sunny,31.3,14,,
153,0.52,02-03-2024,Weekend,Rainy,20.6,23,,
114,4.295,02-03-2024,Weekend,Cloudy,25,14,,
242,1.62,02-03-2024,Weekend,Cloudy,20.2,21,,
221,0.57,02-03-2024,Weekend,Cloudy,27.6,18,,
159,0.405,03-03-2024,Weekend,Rainy,25.4,17,,
142,2.09,03-03-2024,Weekend,Rainy,24.7,9,,
316,2.83,03-03-2024,Weekend,Cloudy,24.7,6,,
112,0.735,03-03-2024,Weekend,Sunny,38.1,3,,
146,3.695,03-03-2024,Weekend,Rainy,19.8,3,,
117,1.25,03-03-2024,Weekend,Cloudy,20.4,10,,
480,0.855,03-03-2024,Weekend,Cloudy,27.6,9,,
194,2.94,03-03-2024,Weekend,Cloudy,25.2,2,,
467,4.325,03-03-2024,Weekend,Stormy,19.8,6,,
69,2.06,03-03-2024,Weekend,Stormy,19.8,11,,
228,1.005,03-03-2024,Weekend,Rainy,20.5,20,,
395,1.64,03-03-2024,Weekend,Sunny,25.8,17,,
476,0.135,03-03-2024,Weekend,Cloudy,29,18,,
172,4.85,03-03-2024,Weekend,Rainy,26.1,8,,
192,4.22,03-03-2024,Weekend,Sunny,33.3,18,,
98,4.985,03-03-2024,Weekend,Foggy,13.8,12,,
303,3.06,04-03-2024,None,Foggy,13.6,20,,
406,1.4,04-03-2024,None,Foggy,13.7,13,,
92,0.655,04-03-2024,None,Foggy,16.3,22,,
412,4.9,04-03-2024,None,Cloudy,21,17,,
276,3.25,04-03-2024,None,Rainy,25.8,10,,
356,1.1,04-03-2024,None,Rainy,20.3,15,,
226,0.2,04-03-2024,None,Foggy,18.4,13,,
143,1.22,04-03-2024,None,Stormy,19.7,23,,
449,2.425,04-03-2024,None,Cloudy,23,9,,
367,4.09,04-03-2024,None,Foggy,12.1,3,,
191,3.81,04-03-2024,None,Rainy,20.5,13,,
196,4.2,05-03-2024,None,Sunny,31.4,16,,
480,1.845,05-03-2024,None,Cloudy,25,20,,
98,1.275,05-03-2024,None,Foggy,19.8,22,,
58,3.665,05-03-2024,None,Sunny,31.5,17,,
261,4.105,05-03-2024,None,Sunny,35.1,12,,
182,4.875,05-03-2024,None,Foggy,19.3,19,,
208,4.345,05-03-2024,None,Stormy,20.8,9,,
194,3.01,05-03-2024,None,Rainy,26.8,2,,
135,0.075,05-03-2024,None,Cloudy,22.5,2,,
387,2.495,05-03-2024,None,Sunny,35.3,3,,
447,0.875,05-03-2024,None,Rainy,22.2,23,,
75,3.29,05-03-2024,None,Rainy,18.4,2,,
418,2.795,05-03-2024,None,Sunny,36.6,4,,
94,3.29,05-03-2024,None,Cloudy,25.1,0,,
424,0.145,05-03-2024,None,Sunny,25.3,16,,
192,3.73,06-03-2024,None,Foggy,13.6,18,,
265,4.835,06-03-2024,None,Rainy,21.1,18,,
145,2.99,06-03-2024,None,Cloudy,22.3,11,,
364,4.465,06-03-2024,None,Rainy,18.9,21,,
328,2.96,06-03-2024,None,Sunny,33.3,5,,
380,2.5,06-03-2024,None,Sunny,39.5,11,,
130,4.885,06-03-2024,None,Cloudy,20.6,15,,
81,1.92,06-03-2024,None,Cloudy,29.2,22,,
216,2,06-03-2024,None,Rainy,26,14,,
349,4.035,06-03-2024,None,Rainy,22.9,0,,
370,0.355,06-03-2024,None,Sunny,38.8,21,,
204,4.035,06-03-2024,None,Foggy,11.8,13,,
305,0.53,06-03-2024,None,Rainy,20.4,8,,
244,4.955,06-03-2024,None,Cloudy,20.2,22,,
116,2.965,06-03-2024,None,Foggy,15.9,3,,
298,1.665,06-03-2024,None,Foggy,11,4,,
93,1.72,07-03-2024,None,Foggy,11.2,18,,
282,2.195,07-03-2024,None,Sunny,35.3,19,,
224,2.645,07-03-2024,None,Rainy,23.1,3,,
477,3.35,07-03-2024,None,Sunny,34.8,8,,
433,0.61,07-03-2024,None,Cloudy,20.4,19,,
229,2.89,07-03-2024,None,Rainy,25,16,,
234,1.045,07-03-2024,None,Foggy,10.4,5,,
368,0.38,07-03-2024,None,Foggy,18.6,13,,
129,3.635,07-03-2024,None,Stormy,22,1,,
297,1.455,07-03-2024,None,Rainy,18.3,14,,
327,2.785,07-03-2024,None,Sunny,33.4,1,,
437,0.18,07-03-2024,None,Foggy,12.9,16,,
225,3.72,07-03-2024,None,Stormy,21,15,,
192,1.12,07-03-2024,None,Cloudy,20.3,21,,
351,1.71,07-03-2024,None,Foggy,13.1,21,,
226,0.18,07-03-2024,None,Stormy,20.6,17,,
158,4.93,07-03-2024,None,Cloudy,26.9,7,,
451,4.045,08-03-2024,None,Cloudy,22.8,10,,
67,4.075,08-03-2024,None,Rainy,26.7,23,,
427,4.885,08-03-2024,None,Cloudy,20.3,10,,
308,3.715,08-03-2024,None,Sunny,35.6,5,,
177,0.62,08-03-2024,None,Sunny,26.2,22,,
89,2.065,08-03-2024,None,Foggy,17.7,19,,
54,1.44,08-03-2024,None,Stormy,17.7,13,,
56,3.43,08-03-2024,None,Rainy,23.6,22,,
348,1.695,08-03-2024,None,Sunny,31.3,23,,
113,0.31,08-03-2024,None,Rainy,27.7,20,,
485,1.1,08-03-2024,None,Rainy,23.4,13,,
274,2.59,08-03-2024,None,Sunny,39.6,1,,
477,3.955,08-03-2024,None,Cloudy,27.9,2,,
311,3.945,08-03-2024,None,Stormy,19.6,1,,
403,0.575,08-03-2024,None,Cloudy,25.8,11,,
458,1.715,08-03-2024,None,Rainy,22.5,12,,
451,1.925,08-03-2024,None,Stormy,22.9,5,,
466,3.605,09-03-2024,Weekend,Cloudy,20.7,22,,
87,4.14,09-03-2024,Weekend,Rainy,25.5,20,,
147,1.045,09-03-2024,Weekend,Rainy,20.8,14,,
268,3.915,09-03-2024,Weekend,Foggy,15.2,9,,
389,4.57,09-03-2024,Weekend,Foggy,15.4,10,,
312,0.745,09-03-2024,Weekend,Foggy,12,19,,
457,3.41,09-03-2024,Weekend,Cloudy,29,14,,
276,4.035,10-03-2024,Weekend,Stormy,23.3,10,,
260,0.13,10-03-2024,Weekend,Sunny,29.2,9,,
489,3.42,10-03-2024,Weekend,Rainy,24.2,22,,
450,2.83,10-03-2024,Weekend,Cloudy,25.2,1,,
239,1.435,10-03-2024,Weekend,Foggy,11.5,20,,
231,2.57,10-03-2024,Weekend,Stormy,21.3,0,,
435,1.715,10-03-2024,Weekend,Stormy,16.6,22,,
271,3.965,10-03-2024,Weekend,Cloudy,27,0,,
136,0.275,10-03-2024,Weekend,Foggy,12,12,,
466,0.37,10-03-2024,Weekend,Cloudy,29.3,10,,
404,2.17,10-03-2024,Weekend,Sunny,32.4,13,,
235,3.375,10-03-2024,Weekend,Cloudy,23.4,13,,
376,3.995,11-03-2024,None,Foggy,12,0,,
316,0.535,11-03-2024,None,Stormy,17,10,,
451,3.655,11-03-2024,None,Foggy,16.6,3,,
334,1.665,11-03-2024,None,Sunny,26.3,17,,
402,4.465,11-03-2024,None,Sunny,34.7,11,,
304,2.54,11-03-2024,None,Stormy,17.3,0,,
500,0.59,11-03-2024,None,Sunny,38.3,0,,
422,3.455,11-03-2024,None,Rainy,18.1,16,,
157,3.23,11-03-2024,None,Rainy,22,23,,
154,2.525,11-03-2024,None,Foggy,14.3,11,,
207,3.36,11-03-2024,None,Cloudy,26.2,19,,
97,0.035,11-03-2024,None,Stormy,23.4,13,,
317,4.515,11-03-2024,None,Foggy,11.1,12,,
330,3.875,12-03-2024,None,Foggy,19.6,21,,
376,0.42,12-03-2024,None,Sunny,31.3,21,,
113,3.645,12-03-2024,None,Stormy,22.9,17,,
343,2.845,12-03-2024,None,Rainy,23.5,20,,
159,3.44,13-03-2024,None,Sunny,39.9,18,,
250,2.42,13-03-2024,None,Sunny,26.8,9,,
385,0.615,13-03-2024,None,Cloudy,20.7,22,,
458,1.715,13-03-2024,None,Sunny,35.6,1,,
455,4.625,13-03-2024,None,Cloudy,22,12,,
142,2.315,13-03-2024,None,Sunny,32.1,11,,
413,3.755,13-03-2024,None,Rainy,25.6,23,,
100,3.965,13-03-2024,None,Rainy,28,8,,
303,3.155,13-03-2024,None,Cloudy,20.3,12,,
90,4.12,13-03-2024,None,Rainy,20.3,13,,
202,3.535,13-03-2024,None,Rainy,19.4,15,,
308,1.79,13-03-2024,None,Stormy,22.8,2,,
260,4.99,13-03-2024,None,Cloudy,25,2,,
167,3.02,14-03-2024,Festival,Foggy,14.1,17,,
385,2.955,14-03-2024,Festival,Cloudy,27.6,11,,
206,2.55,14-03-2024,Festival,Cloudy,25,8,,
175,0.695,14-03-2024,Festival,Stormy,17.5,23,,
432,3.325,14-03-2024,Festival,Cloudy,23,22,,
453,3.44,14-03-2024,Festival,Stormy,19.5,0,,
130,4.15,14-03-2024,Festival,Cloudy,21.7,17,,
54,2.785,14-03-2024,Festival,Sunny,27.5,16,,
219,1.48,14-03-2024,Festival,Foggy,16.2,20,,
202,3.245,14-03-2024,Festival,Foggy,16.2,5,,
259,1.35,14-03-2024,Festival,Stormy,22.8,23,,
143,2.6,14-03-2024,Festival,Cloudy,27.1,16,,
352,2.115,14-03-2024,Festival,Cloudy,20.8,3,,
416,4.165,15-03-2024,Public Holiday,Foggy,15.6,2,,
169,3.465,15-03-2024,Public Holiday,Cloudy,23.1,22,,
147,1.095,15-03-2024,Public Holiday,Foggy,17.8,16,,
403,3.67,15-03-2024,Public Holiday,Rainy,22.2,22,,
401,3.815,15-03-2024,Public Holiday,Stormy,22.5,10,,
145,0.91,15-03-2024,Public Holiday,Stormy,21.6,10,,
79,2.115,15-03-2024,Public Holiday,Rainy,20.1,6,,
373,4.295,15-03-2024,Public Holiday,Rainy,19.1,23,,
347,1.365,15-03-2024,Public Holiday,Sunny,38.1,13,,
428,0.11,15-03-2024,Public Holiday,Rainy,25,9,,
370,0.73,15-03-2024,Public Holiday,Foggy,13.5,18,,
360,4.49,15-03-2024,Public Holiday,Stormy,23.2,9,,
78,0.17,15-03-2024,Public Holiday,Foggy,12.4,3,,
85,0.445,15-03-2024,Public Holiday,Foggy,12.1,18,,
365,4.79,15-03-2024,Public Holiday,Cloudy,23.6,20,,
374,3.77,16-03-2024,Weekend,Cloudy,22.1,8,,
277,1.58,16-03-2024,Weekend,Sunny,27.6,15,,
243,3.085,16-03-2024,Weekend,Cloudy,23.4,13,,
